ITword,ITcatlog,ITcertainty
DVD-ROM,2,1
DXC,2,1
DYE SUBLIMATION,2,1
DYNAMIC BUSINESS PROCESS,4,1
DYNAMIC CONTENT,3,1
DYNAMIC PRICING,0,0
DYNAMIC PRICING MODEL,0,0
E-BUSINESS,4,1
E-COMMERCE,4,1
E-COUPONS,2,1
E-FORMS,4,1
E-GOVERNMENT,4,1
E-LEARNING,4,1
E-MAIL,2,1
E-PRESCRIBING,0,1
E-PROCUREMENT,4,1
E-READERS,2,1
E-SIGNATURE,2,1
E-TAILER,2,1
E-WASTE,2,1
E1,2,1
EA,0,0
EAC,0,0
EAI,4,0
EAM,4,0
EAP,2,1
EARNED VALUE,0,0
EARTH STATION,2,1
EBPP,2,1
ECM,2,1
ECONOMIC VALUE ADDED,0,0
IT OPERATIONS,0,1
EDA,4,0
EDC,2,1
EDGE,2,1
EDGE COMPUTING,2,1
EDI,4,1
EF,0,0
EFFECTIVENESS,0,0
EFFICIENCY,0,0
EFFORT,0,0
EFM,2,1
EHR,4,0
EIA,2,1
EIM,2,1
EIS,2,1
ELECTRONIC BILL PAY,0,1
ELECTRONIC BILL PRESENTMENT AND PAYMENT,0,1
ELECTRONIC BUSINESS,4,1
ELECTRONIC COMMERCE,4,1
ELECTRONIC DATA CAPTURE,3,1
ELECTRONIC DATA INTERCHANGE,3,1
ELECTRONIC FORMS,4,1
ELECTRONIC HEALTH RECORD,2,1
ELECTRONIC INFORMATION,3,1
ELECTRONIC MAIL,2,1
ELECTRONIC PRESCRIBING,4,1
ELECTRONIC RECORDS MANAGEMENT,3,1
ELECTRONIC SIGNATURE,4,1
ELECTRONIC WASTE,2,1
ELIGIBLE EMPLOYEES,1,0
EMAIL,2,1
EMBEDDED ANALYTICS,4,1
EMBEDDED SYSTEM,2,1
EMM,3,1
EMOTION DETECTION,4,1
EMPLOYEE ENGAGEMENT,0,0
EMPLOYEE PORTAL,2,0
EMPLOYEE RELATIONSHIP MANAGEMENT,0,0
EMPLOYEE SELF-SERVICE,4,0
EMS,2,1
EMSS,4,1
ENCAPSULATION,4,0
ENCRYPTION,2,1
END USERS,0,1
END-TO-END ENCRYPTION,2,1
END-USER,0,1
ENERGY MANAGEMENT,4,1
ENERGY MANAGEMENT SYSTEMS,4,1
ENERGY TRADING AND RISK MANAGEMENT,0,0
ENGAGEMENT,0,0
ENGINEER,4,0
ENHANCED DATA RATES FOR GLOBAL EVOLUTION,2,1
ENHANCED SPECIALIZED MOBILE RADIO,2,1
ENS,4,0
ENTERPRISE,0,0
ENTERPRISE APPLICATION,4,1
ENTERPRISE APPLICATION INTEGRATION,4,1
ENTERPRISE APPLICATION SERVICES,2,1
ENTERPRISE APPLICATION SOFTWARE,4,1
ENTERPRISE APPLICATIONS,4,1
ENTERPRISE ARCHITECTURE,4,1
ENTERPRISE ASSET MANAGEMENT,4,0
ENTERPRISE CONTENT MANAGEMENT,3,1
IT MANAGEMENT,0,1
ENTERPRISE LICENSE,1,0
ENTERPRISE MARKETING MANAGEMENT,4,1
ENTERPRISE PERFORMANCE MANAGEMENT,4,0
ENTERPRISE PORTAL,4,1
ENTERPRISE RESOURCE PLANNING,4,0
ENTERPRISE RESOURCE PLANNING SOFTWARE,4,1
ENTERPRISE RESOURCE PLANNING SYSTEM,4,1
ENTERPRISE RISK MANAGEMENT,4,1
ENTERPRISE SERVICE,2,0
ENTERPRISE SOCIAL SOFTWARE,4,1
ENTERPRISE SOFTWARE,4,1
ENTERPRISE SOLUTIONS,4,1
ENTERPRISE SYSTEM,4,1
ENTERPRISE SYSTEMS,4,1
ENTERPRISE-CLASS,1,0
ENTERPRISE-GRADE,2,0
ENTERPRISE-WIDE INFORMATION SYSTEMS,4,1
ENTITLEMENT MANAGEMENT,0,0
ENTITY,3,0
ENVIRONMENTAL HEALTH AND SAFETY,4,0
EP,2,1
EPM,2,1
EPP,2,1
EQUIVALENT,0,0
ERD,3,1
ERGONOMICS,4,0
ERM,4,1
ERP,4,1
PROCESS AUTOMATION,0,1
ESMR,2,1
ESP,1,1
ESS,4,1
ESTIMATE,0,0
ESTIMATE AT COMPLETION,0,0
ESTIMATE TO COMPLETE,0,0
ETA,0,0
ETC,0,0
ETHERNET,2,1
ETHERNET SERVICES,2,1
ETHICS,0,0
ETRM,4,0
ETSI,2,1
EUROPEAN TELECOMMUNICATIONS STANDARDS INSTITUTE,2,1
EV,0,0
EVA,0,0
EVALUATION,0,0
EVENT,0,0
EXCEPTION REPORT,0,0
EXCEPTION REPORTS,0,0
EXCHANGE,1,0
EXCHANGES,1,0
EXECUTABLE,4,0
EXECUTIVE LEVEL,0,0
EXPERIENCE TRANSFORMATION,0,0
EXPERT SYSTEM,4,1
EXPERT SYSTEMS,4,1
EXTENSIBLE BUSINESS REPORTING LANGUAGE,4,1
EXTENSIBLE MARKUP LANGUAGE,4,1
EXTERNALIZATION,0,0
EXTRANET,2,1
EXTRANETS,2,1
FABRIC,2,0
FACILITIES MANAGEMENT,0,0
FAIR INFORMATION PRACTICES,3,1
FAST TRACKING,0,0
FBC,2,1
FBI,2,0
FCC,2,0
FCOE,2,1
FDD,2,1
FDDI,2,1
FEASIBILITY STUDY,0,0
FEDERAL COMMUNICATIONS COMMISSION,2,1
FEEDBACK,0,0
FEMTOCELL,2,1
FEMTOCELLS,2,1
FF,0,0
FIBER CONNECTIVITY,2,1
FIBER DISTRIBUTED DATA INTERFACE,2,1
FIBER OPTICS,2,1
FIBER TO THE HOME,2,1
FIBER TO THE PREMISES,2,1
FIBER-OPTIC CABLE,2,1
FIBRE CHANNEL OVER ETHERNET,2,1
FIELD,3,0
FIELD SERVICE MANAGEMENT,4,0
FIELD WORKER,0,0
FILE,3,1
FILE SERVER,2,1
FILE SERVICE,2,1
FILE TRANSFER,2,1
FILE TRANSFER PROTOCOL,2,1
FINANCIAL AUDIT,0,0
FINTECH,4,1
FIP,3,1
FIREWALL,2,1
FIREWALLS,2,1
FIREWIRE,2,1
FIRST GENERATION,2,0
FIRST PASS YIELD,0,0
FIRST-MOVER ADVANTAGE,0,0
FIXED PRICE,0,0
FIXED WIRELESS,2,1
FIXED-MOBILE CONVERGENCE,2,1
FLASH DRIVE,2,1
FLASH MEMORY,2,1
FLAT ORGANIZATION STRUCTURE,0,0
FLAT PANEL DISPLAY,2,0
FLOAT,0,0
FM,2,1
FMC,2,1
FMS,2,1
FOIA,2,1
FORM,3,0
FP,4,1
FPD,2,1
FRAME RELAY,2,1
FRAMES,2,0
FRAMEWORK,4,0
FRAMING,2,0
FRANCHISER,0,0
FRAUD DETECTION,2,1
FREE FLOAT,0,0
FREEDOM OF INFORMATION ACT,2,1
FREEMIUM,0,1
FREQUENCY,2,1
FREQUENCY BAND,2,1
FREQUENCY DIVISION DUPLEX,2,1
FREQUENCY HOPPING SPREAD SPECTRUM,2,1
FREQUENCY MODULATION,2,1
FREQUENCY REUSE,2,1
FTP,2,1
FTTH,2,1
FTTP,2,1
FUEL CELL,2,1
FULL BACKUP,3,1
FULL OUTSOURCING,1,0
FUNCTION,0,0
FUNCTIONAL ORGANIZATION,0,0
GLOBAL DELIVERY MODEL,0,1
GAIN SHARING,1,0
GALILEO,2,1
GALLIUM NITRIDE,2,1
GAN,2,1
GATEWAY,2,1
GDPR,0,0
GDS,2,1
GDSS,2,1
GEARING RATIO,0,0
GENERAL CONTROLS,0,0
GENERAL DATA PROTECTION REGULATION,3,1
GENERAL PACKET RADIO SERVICES,2,1
GENETIC ALGORITHMS,4,1
GEO,2,1
GEOFENCING,4,1
GEOGRAPHIC INFORMATION SYSTEM,4,1
GEOGRAPHIC INFORMATION SYSTEMS,4,1
GEOSTATIONARY SATELLITE,2,1
GEOSYNCHRONOUS ORBIT,2,1
GEOTHERMAL POWER GENERATION,2,1
GERT,0,0
GESTURE CONTROL,2,0
GIG ECONOMY,0,0
GIGABYTE,2,1
GIS,4,1
GLOBAL DELIVERY,1,0
DIGITAL TRANSFORMATION,0,1
GLOBAL NETWORK,2,1
GLOBAL POSITIONING SYSTEM,2,1
GLOBALIZATION,0,0
GLONASS,2,1
GOLDEN RULE,0,0
GOODS,0,0
GOVERNANCE,0,0
"GOVERNANCE, RISK AND COMPLIANCE",0,0
GOVERNMENT DATABASE,3,1
GOVERNMENT-TO-BUSINESS,4,0
GOVERNMENT-TO-CITIZEN,4,0
GOVERNMENT-TO-GOVERNMENT,4,0
GPRS,2,1
GPS,2,1
GRADE,0,0
GRAMM-LEACH-BLILEY ACT,2,0
GRANT,0,0
GRANULARITY,2,0
GRAPHICAL USER INTERFACE,2,1
GRAY MARKET,0,0
GRC,2,0
GREEN BELT,1,0
GREEN IT,4,1
GRID COMPUTING,2,1
GROUND SEGMENT,2,0
GROUP,0,0
GROUP BUYING,0,0
GROUPWARE,4,0
GSM,2,1
GTC,2,1
GUI,2,1
GUIDELINES,2,0
HACKER,2,1
HACKTIVIST,2,1
HADOOP,2,1
ITG,0,1
HAN,2,1
HAND-OFF,2,1
HAPTICS,2,1
HARD DRIVE,2,1
HARD-DISK DRIVE,2,1
HARDEN,2,0
HARDWARE,2,1
HASHTAG,3,1
HCM,2,0
HCPCS,2,1
HD VOICE,2,1
HDD,2,1
HEALTH INFORMATION EXCHANGE,1,1
HEALTH INSURANCE PORTABILITY AND ACCOUNTABILITY ACT,3,1
HEALTHCARE IS,2,1
DIGITALIZATION,0,1
HERTZ,2,0
HEVS,2,0
HI,2,0
HIE,0,0
HIERARCHICAL STORAGE MANAGEMENT,3,1
HIGH AVAILABILITY,0,0
HIGH-DEFINITION,2,1
HIGH-PERFORMANCE COMPUTING,2,1
HIPAA,3,1
HIS,2,0
HISTORIAN SOFTWARE,4,1
HIT,0,0
HOME AUTOMATION,4,1
HOME PAGE,4,1
HOST,2,0
HOSTED ENVIRONMENT,2,1
HOT SPOT,2,1
HOTSPOT,2,1
HOTSPOTS,2,1
HPC,2,1
HRMS,4,1
HSM,3,1
HTML,4,1
HTML5,4,1
HTTP,2,1
HUB,2,0
HUBS,2,1
HUD,2,1
HUMAN CAPITAL MANAGEMENT,4,0
HUMAN RESOURCE MANAGEMENT SYSTEM,4,1
HYBRID CLOUD,2,1
HYBRID CLOUD COMPUTING,2,1
HYBRID ELECTRIC VEHICLES,2,1
HYDROGEN ECONOMY,2,0
HYDROGEN FUEL CELL VEHICLES,2,0
HYPERLINK,2,1
HYPERTEXT,2,1
HYPERVISOR,2,1
I/O,2,1
IAAS,2,0
IAE,4,0
IAM,4,1
IAN,2,1
IB,1,1
IDA,0,0
IDARS,3,0
IDE,2,1
IDEA MANAGEMENT,0,0
IDEF,3,1
IDEN,2,1
IDENTIFICATION,4,0
IT STRATEGY,0,1
IDENTITY MANAGEMENT,4,1
IDENTITY THEFT,2,1
IDL,4,1
IDM,2,0
IDN,2,1
IDS,4,1
IE,2,1
IEEE,2,1
IFB,0,0
IIOT,2,1
ILM,3,1
ILPT,0,0
ILTC,0,0
IM,3,0
IMAGE RECOGNITION,4,1
IMPACT,0,0
IMPACT STATEMENT,0,0
IMPLEMENTATION,4,0
IMPROVE THE BUSINESS,0,0
IMS,2,0
IMSI,2,1
IN THE CLOUD,2,1
IN-APP PURCHASE,0,1
INCENTIVE COMPENSATION MANAGEMENT,4,0
INCIDENT,0,0
INCIDENT RESPONSE TEAM,0,0
INDEPENDENT SOFTWARE VENDOR,1,1
INDUSTRIAL ESPIONAGE,0,0
INDUSTRIAL INTERNET OF THINGS,2,1
INDUSTRIAL IOT,4,1
INDUSTRY 4.0,2,0
INFLATION,0,0
INFOCOMM DEVELOPMENT AUTHORITY OF SINGAPORE,2,1
INFORMATION,3,0
BUSINESS PROCESS AUTOMATION,4,1
INFORMATION DENSITY,3,1
INFORMATION FLOW,3,1
FUNCTIONAL REQUIREMENTS,0,0
INFORMATION INTEGRATION,2,1
INFORMATION MANAGEMENT,3,1
INFORMATION MODEL,3,1
INFORMATION POLICY,2,1
INFORMATION PRIVACY,3,1
INFORMATION REQUIREMENTS,3,1
INFORMATION RESOURCE,3,1
INFORMATION RIGHTS,3,1
INFORMATION SECURITY,2,1
INFORMATION SECURITY BREACH,2,1
INFORMATION SECURITY CONTROLS,2,1
INFORMATION SECURITY INCIDENT,2,1
INFORMATION SECURITY OFFICER,2,1
INFORMATION SECURITY PROGRAM,2,1
INFORMATION SECURITY REQUIREMENTS,2,1
INFORMATION SECURITY SAFEGUARDS,2,1
INFORMATION SECURITY STANDARDS,2,1
INFORMATION SYSTEM,2,1
INFORMATION SYSTEMS,2,1
INFORMATION SYSTEMS ARCHITECTURE,2,1
INFORMATION SYSTEMS AUDIT,0,1
INFORMATION SYSTEMS CONTROLS,0,1
INFORMATION SYSTEMS DEPARTMENT,2,1
INFORMATION SYSTEMS INFRASTRUCTURE,2,1
INFORMATION SYSTEMS PLAN,0,1
INFORMATION SYSTEMS PLANNING,0,1
INFORMATION SYSTEMS SECURITY,2,1
INFORMATION TECHNOLOGY,2,1
INFORMATION TECHNOLOGY INFRASTRUCTURE,2,1
INFORMED CONSENT,0,0
INFRASTRUCTURE,2,0
INFRASTRUCTURE AS A SERVICE,2,1
INFRASTRUCTURE SOFTWARE,2,1
INNOVATION,0,0
INNOVATION MANAGEMENT,0,0
INPUT,3,0
INPUT DEVICES,2,1
INPUT/OUTPUT,2,1
INSIDER THREAT,2,1
INSOURCING,1,1
INSPECT,0,0
INSTANT ACCESS,2,0
INSTANT MESSAGING,4,1
INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2,1
INTANGIBLE BENEFITS,0,0
INTANGIBLE COSTS,0,0
INTEGRATED DELIVERY SYSTEM,2,1
INTEGRATED DEVELOPMENT ENVIRONMENT,4,1
INTEGRATED RISK MANAGEMENT,0,0
INTEGRATED SERVICES DIGITAL NETWORK,2,1
INTEGRATED SOFTWARE,4,1
INTEGRATED SUPPLY CHAIN,1,0
INTEGRATION,4,0
INTEGRATION BROKER,2,0
INTEGRITY,3,0
INTELLECTUAL CAPITAL,0,0
INTELLECTUAL PROPERTY,1,0
SBM,0,0
INTELLIGENT AUTOMATION,4,1
INTELLIGENT SYSTEM,4,1
INTERACTIVE VISUALIZATION,4,1
INTERACTIVE VOICE RESPONSE,4,1
INTEREXCHANGE CARRIER,2,0
INTERNAL NETWORK,2,1
INTERNAL RATE OF RETURN,0,0
INTERNAL STANDARD,2,1
INTERNALIZATION,0,0
INTERNATIONAL ORGANIZATION FOR STANDARDIZATION,2,1
INTERNATIONAL TELECOMMUNICATION UNION,2,1
INTERNET,2,1
INTERNET BACKBONE,2,1
INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS,1,1
INTERNET EXCHANGE POINT,2,1
INTERNET HOST,2,0
INTERNET OF THINGS,2,1
INTERNET PROTOCOL,2,1
INTERNET PROTOCOL ADDRESS,2,1
INTERNET PROTOCOL TELEVISION,2,1
INTERNET RADIO,2,1
INTERNET SERVICE PROVIDER,1,1
INTERNET TAX FREEDOM ACT,2,1
INTERNET TELEPHONY,2,1
INTERNET TV,2,1
INTERNETWORKING,2,1
INTEROPERABILITY,2,1
INTERPRETER,4,0
INTRANET,2,1
INTRANETS,2,1
INTRUSION DETECTION,2,1
INTRUSION DETECTION SYSTEMS,2,1
INTRUSION PREVENTION SYSTEMS,2,1
IOS,2,1
IOT,2,1
IOT SERVICE,2,1
IP,2,1
IP ADDRESS,2,1
IP CONVERGENCE,2,1
IP MULTIMEDIA SUBSYSTEM,2,1
IP TELEPHONY,2,1
IP-PBX,2,1
IPA,0,0
IPHONE,2,1
IPP,0,1
IPS,2,1
IPTV,2,1
IPV4,2,1
IPV6,2,1
IRC,0,0
IRD,2,1
IRM,2,0
IRR,2,0
IS,2,1
ISA,2,1
ISDN,2,1
ISO,2,1
ISO 9000,2,1
ISO/IEC,2,1
ISP,2,1
ISV,2,0
IDENTITY AND ACCESS MANAGEMENT,4,1
DIGITAL DISRUPTION,0,1
IT BUDGET,0,1
ORGANIZATIONAL SYSTEMS,0,0
IT RISK,0,1
IT CONSULTING SERVICES,2,1
PSOC,0,0
CONSUMERIZATION,0,1
IT INFRASTRUCTURE,2,1
SEMANTIC SEARCH,4,1
HEDIS,0,1
MAINTAINABILITY,4,0
IT OUTSOURCING,1,1
DIGITAL OILFIELD,0,1
SYSTEM ADMINISTRATOR,2,1
IT SECURITY,2,1
IT SECURITY BREACH,2,1
IT SECURITY INCIDENT,2,1
IT SERVICE MANAGEMENT,1,1
IT SERVICES,2,1
HAMMOCK,0,0
IT SUPPORT SERVICES,2,1
IT SYSTEM,2,1
INFORMATION GOVERNANCE,0,1
ITERATIVE,4,0
IT GOVERNANCE,0,1
ITIL,2,0
ITIM,2,0
ITU,1,1
IU,2,1
IUS,2,0
IVR,2,1
J2EE,4,1
JAD,2,0
JAVA,4,1
JAVA EE,4,1
JAVA ME,4,1
JAVA SERVLET,2,1
JAVASCRIPT,4,1
JIT,4,0
JOB SCHEDULING,0,0
JUKEBOX,2,1
JUST IN TIME,4,0
JUST-IN-TIME,0,0
KA-BAND,2,1
KAIZEN,0,0
KANBAN,0,0
KCC,2,1
KERNEL,2,1
KEY,3,0
KEY FIELD,3,1
KEY FOB,2,1
KEY LOGGERS,2,1
KEY PERFORMANCE INDICATOR,0,0
KEY PERFORMANCE INDICATORS,0,0
KM,0,0
KNOWLEDGE,3,0
KNOWLEDGE BASE,0,0
KNOWLEDGE CAPITAL,0,0
KNOWLEDGE MANAGEMENT,0,0
KNOWLEDGE SHARING,0,0
KNOWLEDGE TRANSFER,0,0
KNOWLEDGE WORKER,0,0
KNOWLEDGE WORKERS,0,0
KPI,2,0
KU-BAND,2,1
KURTZ-UNDER BAND,2,1
L-BAND,2,1
LABELING,3,0
LABOR MANAGEMENT SYSTEM,4,0
LABORATORY INFORMATION MANAGEMENT SYSTEM,2,1
LAG,0,0
LAN,2,1
LASER,2,1
LASER DISK,2,1
LATENCY,2,0
LAYER,2,0
LBA,0,1
LBM,0,1
LBS,2,0
LCD,2,1
LCOS,2,1
LCR,2,1
LE,2,0
LEAD,0,0
LEADERSHIP,0,0
LEAN,0,0
LEAN ENTERPRISE,1,0
LEARNING MANAGEMENT SYSTEM,4,0
LED,2,1
LEGACY SYSTEM,4,1
LEGACY SYSTEMS,4,1
LEGITIMACY,0,0
LEO,2,0
LESSONS LEARNED,0,0
LEVEL OF EFFORT,0,0
LF,0,0
LIABILITY,0,0
LIBRARY,3,0
LICENSE,1,0
LIFE SPAN,2,1
LIFE-CYCLE COST,0,0
LIGHT-EMITTING DIODE,2,1
LIMS,2,0
LINE,2,0
LINE OF BUSINESS,0,0
LINE OF CODE,4,1
LINUX,2,1
LIQUEFIED NATURAL GAS,2,0
LIQUID COOLING,2,0
LIQUID CRYSTAL DISPLAY,2,1
LIQUID CRYSTAL ON SILICON,2,1
LITHIUM IRON PHOSPHATE,2,1
LMS,4,0
LNG,2,0
LOAD BALANCING,2,1
LOAD FORECASTING,4,0
LOCAL AREA NETWORK,2,1
LOCAL MULTIPOINT DISTRIBUTION SERVICE,2,1
LOCAL NUMBER PORTABILITY,2,1
LOCAL-AREA NETWORK,2,1
LOCATION ANALYTICS,4,1
LOCATION-BASED MARKETING,0,1
LOCATION-BASED SERVICES,2,1
LOE,0,0
LOGISTICS,0,0
LONG TAIL,0,0
LOW EARTH ORBIT,2,1
LOW FREQUENCY,2,0
LOWEST COMMON DENOMINATOR,4,1
LOYALTY MARKETING,0,0
LS,0,0
LUMP SUM CONTRACTS,1,0
LURKER,0,0
M-COMMERCE,0,1
MACHINE LEARNING,4,1
MACHINE-TO-MACHINE,2,1
MADP,2,1
MAGIC QUADRANT,2,0
MAGNETOMETER,2,1
MAINFRAME,2,0
API MANAGEMENT,4,1
MAINTENANCE,4,0
MALICIOUS CODE,2,1
MALICIOUS SOFTWARE,4,1
MALWARE,2,1
MAN,2,0
MANAGED FILE TRANSFER,2,1
MANAGED NETWORK SERVICES,2,1
MANAGED PRINT SERVICES,2,1
MANAGED SECURITY SERVICE PROVIDERS,1,1
MANAGED SERVICE PROVIDER,1,1
MANAGEMENT CONSULTING,0,0
MANAGEMENT CONTROL,0,0
MANAGEMENT INFORMATION SYSTEM,2,1
MANAGEMENT INFORMATION SYSTEMS,2,1
MANAGEMENT SERVICES ORGANIZATION,1,0
MANAGERIAL LEVEL,0,0
MANAGERIAL ROLES,0,0
MANUFACTURER,1,0
MANUFACTURING EXECUTION SYSTEM,4,1
MANUFACTURING PLANNING,0,0
MANUFACTURING SCHEDULING,4,0
MARKETING ANALYTICS,4,0
MARKETING AUTOMATION,4,1
MARKETING AUTOMATION PLATFORM,2,1
MARKETING CONTENT MANAGEMENT,4,1
MARKETING SERVICE PROVIDERS,1,0
MARKETING TECHNOLOGY,4,1
MASHUP,1,1
MASHUPS,2,1
MASS CUSTOMIZATION,0,0
MASSIVE OPEN ONLINE COURSE,2,1
MASSIVE OPEN ONLINE COURSES,4,1
MASTER DATA,3,1
MASTER DATA MANAGEMENT,3,1
MASTER SCHEDULE,0,0
MATERIALS MANAGEMENT,0,0
MCM,3,1
MCP,0,0
MDA,0,0
MDM,2,1
MEASURE,4,0
MEASURED SERVICE,2,0
MEDIA ACCESS CONTROL,2,1
MEDIA GATEWAYS,2,1
MEDIA TABLET,2,1
MEDICAL MANAGEMENT,0,0
MEETING SOLUTIONS,0,0
MEM,2,0
MES,2,0
MESH NETWORK,2,1
MESSAGE,3,0
MESSAGE AUTHENTICATION,2,1
MESSAGING,2,1
MESSAGING STANDARD,2,1
METADATA,3,1
METAVERSE,2,1
METHODOLOGY,0,0
METROPOLITAN AREA NETWORK,2,1
MFT,2,1
MHL,2,0
MICRO FUEL CELLS,2,1
MICROBLOGGING,0,1
MICROCODE,2,1
MICROFILM,2,1
MICROGRID,2,1
MICROGRIDS,2,1
MICROINVERTERS,2,1
MICROPROCESSOR,2,1
IT ASSET,2,1
MICROSOFT OFFICE 365,2,1
MICROSOFT.NET,2,1
MIDDLE MANAGEMENT,0,0
MIDDLEWARE,4,1
MIDSIZE ENTERPRISE,0,0
MILESTONE,0,0
MILESTONE SCHEDULE,0,0
MINICOMPUTERS,2,1
MINUTES OF USE,2,0
MIPS,2,1
MIRROR,0,0
MIRRORING,3,0
MIS,0,0
MISSION,0,0
MISSION CRITICAL,0,0
MISSION STATEMENT,0,0
MITIGATE,0,0
MITIGATION,0,0
MITIGATION PLAN,0,0
MMS,2,1
MOBILE,2,1
MOBILE ADVERTISING,0,1
MOBILE APPLICATION DEVELOPMENT PLATFORM,2,1
MOBILE APPLICATION STORES,2,1
MOBILE BANKING,4,1
MOBILE BROWSERS,2,1
MOBILE COMMERCE,0,1
MOBILE DEVICE MANAGEMENT,2,1
MOBILE HIGH-DEFINITION LINK,2,1
MOBILE INFRASTRUCTURE,2,1
MOBILE IP,2,1
MOBILE MIDDLEWARE,2,1
MOBILE NETWORK,2,1
MOBILE PAYMENT,0,1
MOBILE PC,2,1
MOBILE PORTAL,2,1
MOBILE SATELLITE SERVICE,2,1
MOBILE SATELLITE SERVICES,2,1
MOBILE TV,2,1
MOBILE VIRTUAL NETWORK OPERATOR,1,1
MOBILE VOICE OVER INTERNET PROTOCOL,2,1
MOBILE WEB APPLICATIONS,2,1
MOBILE WEBSITE,2,1
MOBILE WIRELESS,2,1
MOBILE WORKERS,4,1
MODEL,4,0
MODEM,2,1
MODULATION,2,1
MODULE,4,0
MOM,2,1
MONITOR,0,0
MONITORING,4,0
MONTE CARLO ANALYSIS,0,0
MOTHERBOARD,2,1
MOUS,2,1
MOVES ADDS AND CHANGES,0,0
"MOVES, ADDS AND CHANGES",2,0
MP3,2,1
MPEG,2,1
MPLS,2,1
MPM,2,0
MPS,2,0
MSE,0,0
MSO,1,0
MSP,1,0
MSPS,1,1
MSS,2,1
MSSP,1,1
MSSPS,2,0
MTA,2,1
MUA,2,0
MULTI-CLOUD,2,1
MULTI-CORE PROCESSORS,2,1
MULTI-FACTOR AUTHENTICATION,2,1
MULTICHANNEL MULTIPOINT DISTRIBUTION SERVICE,2,1
MULTICHANNEL RETAILING,0,0
MULTIMEDIA,4,1
MULTIMEDIA MESSAGING SERVICE,2,1
MULTIMODE FIBER,2,1
MULTINATIONAL,0,0
MULTIPLEXING,2,0
MULTIPOINT,2,0
MULTIPROTOCOL LABEL SWITCHING,2,1
MULTITHREADING,2,1
MVNE,2,1
MVNO,1,1
N-TIER,2,0
NAC,2,0
NAMING SERVICE,2,1
NAND,2,1
NANOTECHNOLOGY,2,1
NANOTUBE,2,1
NAP,2,1
NARROWBAND CHANNELS,2,1
NAS,2,1
NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,2,1
NATIONAL SCIENCE FOUNDATION,0,0
NATIVE ADVERTISING,0,0
NATIVE APP,4,1
NATURAL LANGUAGE PROCESSING,4,1
NC,2,1
NDC,2,1
NEAR FIELD COMMUNICATION,2,0
NET NEUTRALITY,2,1
NET PRESENT VALUE,0,0
NETBOOK,2,1
NETBOOKS,2,1
NETWORK,2,1
NETWORK ACCESS CONTROL,2,1
NETWORK ACCESS POINT,2,1
NETWORK ADDRESS TRANSLATION,2,1
NETWORK AND SYSTEM MANAGEMENT,2,1
NETWORK APPLIANCE,2,1
NETWORK COMPUTER,2,1
NETWORK COMPUTING,2,1
NETWORK DATABASE,3,1
NETWORK EFFECT,2,1
NETWORK INTELLIGENCE,2,1
NETWORK INTERFACE CARD,2,1
NETWORK INVENTORY,2,1
NETWORK MANAGEMENT,2,1
NETWORK MANAGEMENT CENTER,2,1
NETWORK OPERATING SYSTEM,2,1
NETWORK SECURITY,2,1
NETWORK SHARING,0,1
NETWORK TOPOLOGY,2,1
NETWORK VIDEO RECORDERS,2,1
NETWORK VIRTUALIZATION,4,1
NETWORK-ATTACHED STORAGE,2,1
NEURAL NETWORK,4,1
NEW CORE BANKING SYSTEM,2,1
NEWSGROUP,0,0
NEXT-GENERATION FIREWALLS,2,1
NEXT-GENERATION NETWORK,2,1
NEXUS OF FORCES,0,0
NFC,2,0
NFS,2,1
NI,2,1
NIC,2,1
NIST,2,0
NIST CYBERSECURITY FRAMEWORK,2,1
NOC,2,1
NODE,2,0
NON-RECURRING COST,0,0
NON-SENSITIVE DATA,3,1
NONVOLATILE MEMORY,2,1
NORA,2,0
NORMALIZATION,0,0
NOS,2,1
NOSQL,3,1
NOTEBOOK,2,1
NPV,0,0
OASIS,2,1
OBJECT,3,0
OBJECT REQUEST BROKER,2,1
OBJECT-ORIENTED DEVELOPMENT,4,1
OBJECT-ORIENTED PROGRAMMING,4,1
OBJECT-ORIENTED TECHNOLOGY,4,1
OBS,0,0
ODBC,3,1
ODM,2,1
ODP,4,1
OFF THE SHELF,2,0
OFF-PREMISE,4,1
OFF-SITE STORAGE,2,1
OFF-THE-SHELF SOFTWARE,4,1
OFFSHORE OUTSOURCING,1,0
OFFSHORING,1,0
OIL AND GAS CONSULTING,0,0
OIL AND GAS INFRASTRUCTURE,2,0
OIL AND GAS MARKETING,0,0
OIL AND GAS SERVICES,2,0
OLAP,2,0
OLED,2,1
OMNI-CHANNEL RETAILING,0,1
OMNICHANNEL MARKETING,0,0
OMS,2,0
ON-DEMAND COMPUTING,2,1
ON-PREMISE,3,0
ONBOARDING,0,0
ONLINE ANALYTICAL PROCESSING,4,1
ONLINE BANKING,0,1
ONLINE BROKERAGE,4,1
ONLINE REPUTATION MANAGEMENT,2,1
ONLINE TRANSACTION PROCESSING,4,1
ONSHORING,1,0
OPEN ARCHITECTURE,2,1
OPEN COMPUTE PROJECT,2,1
OPEN DATA,3,1
OPEN DATA BASE CONNECTIVITY,2,1
OPEN INNOVATION,0,0
OPEN MOBILE ALLIANCE,2,1
OPEN SOURCE,4,1
OPEN SOURCE SOFTWARE,4,1
